,Current (A),Voltage (V)
0,0.0,6.9676170824e-06
1,0.0001,0.013937557116
2,0.0002,0.027959953994
3,0.00030000000000000003,0.041822262108
4,0.0004,0.055821590126
5,0.0005,0.069660492241
6,0.0006000000000000001,0.083693958819
7,0.0007,0.097614042461
8,0.0008,0.11157820374
9,0.0009000000000000001,0.12550891936
10,0.001,0.13947162032
11,0.0009,0.12549750507
12,0.0007999999999999999,0.11152111739
13,0.0006999999999999999,0.097591206431
14,0.0005999999999999998,0.083706066012
15,0.0004999999999999998,0.069694750011
16,0.00039999999999999975,0.055740747601
17,0.0002999999999999997,0.041799083352
18,0.00019999999999999966,0.02787979506
19,9.999999999999961e-05,0.013914720155
