,Current (A),Voltage (V)
0,0.0,6.9689122029e-06
1,0.0001,0.013949204236
2,0.0002,0.027925698087
3,0.00030000000000000003,0.041787665337
4,0.0004,0.055752620101
5,0.0005,0.069649070501
6,0.0006000000000000001,0.083659030497
7,0.0007,0.097602620721
8,0.0008,0.11153163016
9,0.0009000000000000001,0.12547466159
10,0.001,0.13940536976
11,0.0009,0.12547466159
12,0.0007999999999999999,0.11152201891
13,0.0006999999999999999,0.097579784691
14,0.0005999999999999998,0.083660386503
15,0.0004999999999999998,0.069695316255
16,0.00039999999999999975,0.055764954537
17,0.0002999999999999997,0.041821576655
18,0.00019999999999999966,0.02789144218
19,9.999999999999961e-05,0.013926139101
