,Current (A),Voltage (V)
0,0.0,0.0001097372442
1,0.0001,0.80638504028
2,0.0002,1.1387786865
3,0.00030000000000000003,1.1258414984
4,0.0004,1.1185907125
5,0.0005,1.1246995926
6,0.0006000000000000001,1.115727067
7,0.0007,1.1116709709
8,0.0008,1.1159529686
9,0.0009000000000000001,1.1156927347
10,0.001,1.1191821098
11,0.0011,1.1419395208
12,0.0012000000000000001,1.1410509348
13,0.0013000000000000002,1.137442708
14,0.0014,1.1419873238
15,0.0015,1.1436522007
16,0.0016,1.1401010752
17,0.0017000000000000001,1.1264330149
18,0.0018000000000000002,1.1085261106
19,0.0019,1.1029081345
20,0.002,1.0973637104
21,0.0021000000000000003,1.104799509
22,0.0022,1.1086313725
23,0.0023,1.1166357994
24,0.0024000000000000002,1.1219797134
25,0.0025,1.1295068264
26,0.0026000000000000003,1.1293584108
27,0.0027,1.1358783245
28,0.0028,1.1198352575
29,0.0029000000000000002,1.1304614544
30,0.003,1.1177000999
31,0.0031000000000000003,1.142750144
32,0.0032,1.1495349407
33,0.0033,1.1559957266
34,0.0034000000000000002,1.1623216867
35,0.0035,1.1725205183
36,0.0036000000000000003,1.1767814159
37,0.0037,1.1870201826
38,0.0038,1.1719038486
39,0.0039000000000000003,1.2040323019
40,0.004,1.2139598131
41,0.0041,1.2202042341
42,0.004200000000000001,1.2330601215
43,0.0043,1.2443873882
44,0.0044,1.2465112209
45,0.0045000000000000005,1.2730823755
46,0.0046,1.262247324
47,0.0047,1.3154919147
48,0.0048000000000000004,1.3369473219
49,0.0049,1.3739091158
50,0.005,1.4095578194
51,0.0049,1.3604928255
52,0.0048,1.3927725554
53,0.004699999999999999,1.3762499094
54,0.004599999999999999,1.3917678595
55,0.004499999999999999,1.4025583267
56,0.0043999999999999985,1.415541172
57,0.004299999999999998,1.4335137606
58,0.004199999999999998,1.458109498
59,0.004099999999999998,1.4381843805
60,0.0039999999999999975,1.4854339361
61,0.0038999999999999972,1.46542871
62,0.003799999999999997,1.5234006643
63,0.0036999999999999967,1.4941928387
64,0.0035999999999999964,1.5888075829
65,0.003499999999999996,1.5318616629
66,0.003399999999999996,1.5996323824
67,0.0032999999999999956,1.6675118208
68,0.0031999999999999954,1.6748719215
69,0.003099999999999995,1.6915522814
70,0.002999999999999995,1.7210098505
71,0.0028999999999999946,1.7429845333
72,0.0027999999999999943,1.7616940737
73,0.002699999999999994,0.94999599457
74,0.002599999999999994,0.9504224658
75,0.0024999999999999935,0.9489531517
76,0.0023999999999999933,0.9346152544
77,0.002299999999999993,0.9324837327
78,0.0021999999999999928,0.92910009623
79,0.0020999999999999925,0.92898195982
80,0.0019999999999999922,0.93062633276
81,0.001899999999999992,0.91309529543
82,0.0017999999999999917,0.90149003267
83,0.0016999999999999914,1.1518435478
84,0.0015999999999999912,0.9049988389
85,0.001499999999999991,1.1453329325
86,0.0013999999999999907,0.85498231649
87,0.0012999999999999904,0.84662395716
88,0.0011999999999999901,0.838557899
89,0.0010999999999999899,0.89860844612
90,0.0009999999999999896,0.90807116032
91,0.0008999999999999894,0.90457707644
92,0.0007999999999999891,0.91038906574
93,0.0006999999999999888,0.91242903471
94,0.0005999999999999886,0.90934193134
95,0.0004999999999999883,0.92717033625
96,0.00039999999999998804,0.94589304924
97,0.0002999999999999878,0.93725293875
98,0.00019999999999998751,0.96500778198
99,9.999999999998725e-05,0.84235340357
