,Current (A),Voltage (V)
0,0.0,6.4062434831e-05
1,0.0001,1.0127408504
2,0.0002,1.0639585257
3,0.00030000000000000003,1.1642004251
4,0.0004,1.2483179569
5,0.0005,1.2482595444
6,0.0006000000000000001,1.0698080063
7,0.0007,1.2386209965
8,0.0008,1.1974339485
9,0.0009000000000000001,1.1898195744
10,0.001,1.210283041
11,0.0011,1.378762126
12,0.0012000000000000001,1.187579751
13,0.0013000000000000002,1.1759784222
14,0.0014,1.1479820013
15,0.0015,1.1277164221
16,0.0016,1.106030345
17,0.0017000000000000001,1.1176520586
18,0.0018000000000000002,1.1321194172
19,0.0019,1.1423754692
20,0.002,1.1598439217
21,0.0021000000000000003,1.1711597443
22,0.0022,1.1895569563
23,0.0023,1.2016263008
24,0.0024000000000000002,1.217176795
25,0.0025,1.2305965424
26,0.0026000000000000003,1.2481669188
27,0.0027,1.2625212669
28,0.0028,1.2886935472
29,0.0029000000000000002,1.3033198118
30,0.003,1.3205040693
31,0.0031000000000000003,1.3377227783
32,0.0032,1.3536747694
33,0.0033,1.3713060617
34,0.0034000000000000002,1.3875311613
35,0.0035,1.403357625
36,0.0036000000000000003,1.4258407354
37,0.0037,1.4430708885
38,0.0038,1.4658632278
39,0.0039000000000000003,1.4836654663
40,0.004,1.5008269548
41,0.0041,1.5189589262
42,0.004200000000000001,1.5380859375
43,0.0043,1.5599627495
44,0.0044,1.5169948339
45,0.0045000000000000005,1.5390098095
46,0.0046,1.5585012436
47,0.0047,1.5842843056
48,0.0048000000000000004,1.6099988222
49,0.0049,1.6336027384
50,0.005,1.6576026678
51,0.0049,1.6472690105
52,0.0048,1.6521332264
53,0.004699999999999999,1.6463668346
54,0.004599999999999999,1.6273322105
55,0.004499999999999999,1.6257125139
56,0.0043999999999999985,1.6155728102
57,0.004299999999999998,1.6171811819
58,0.004199999999999998,1.617249608
59,0.004099999999999998,1.579878211
60,0.0039999999999999975,1.588303566
61,0.0038999999999999972,1.597769618
62,0.003799999999999997,1.5822174549
63,0.0036999999999999967,1.4558261633
64,0.0035999999999999964,1.4784128666
65,0.003499999999999996,1.4792451859
66,0.003399999999999996,1.4755113125
67,0.0032999999999999956,1.4752029181
68,0.0031999999999999954,1.4722913504
69,0.003099999999999995,1.4688318968
70,0.002999999999999995,1.4592056274
71,0.0028999999999999946,1.4640818834
72,0.0027999999999999943,1.4543074369
73,0.002699999999999994,1.4424887896
74,0.002599999999999994,1.4333082438
75,0.0024999999999999935,1.4228490591
76,0.0023999999999999933,1.4181444645
77,0.002299999999999993,1.4146276712
78,0.0021999999999999928,1.4025239944
79,0.0020999999999999925,1.4012336731
80,0.0019999999999999922,1.3998520374
81,0.001899999999999992,1.3574999571
82,0.0017999999999999917,1.3181517124
83,0.0016999999999999914,1.324100852
84,0.0015999999999999912,1.4379673004
85,0.001499999999999991,1.5097339153
86,0.0013999999999999907,1.3933278322
87,0.0012999999999999904,1.4621694088
88,0.0011999999999999901,1.4688433409
89,0.0010999999999999899,1.547654748
90,0.0009999999999999896,1.2178976536
91,0.0008999999999999894,1.1805933714
92,0.0007999999999999891,1.1815296412
93,0.0006999999999999888,1.2008726597
94,0.0005999999999999886,1.1641392708
95,0.0004999999999999883,1.190928936
96,0.00039999999999998804,1.1765283346
97,0.0002999999999999878,1.2408248186
98,0.00019999999999998751,1.1949596405
99,9.999999999998725e-05,0.90483570099
