,Current (A),Voltage (V)
0,0.0,-0.0043435492553
1,0.0001,1.9609931707
2,0.0002,0.74129939079
3,0.00030000000000000003,0.77822178602
4,0.0004,0.81527531147
5,0.0005,0.91197627783
6,0.0006000000000000001,0.93374741077
7,0.0007,1.0266288519
8,0.0008,0.98421734571
9,0.0009000000000000001,1.0161290169
10,0.001,0.76186937094
11,0.0011,0.70879656076
12,0.0012000000000000001,0.70379519463
13,0.0013000000000000002,0.70692384243
14,0.0014,0.71076619625
15,0.0015,0.71576166153
16,0.0016,0.7209802866
17,0.0017000000000000001,0.72659236193
18,0.0018000000000000002,0.73246741295
19,0.0019,0.73927289248
20,0.002,0.74660366774
21,0.0021000000000000003,0.75436830521
22,0.0022,0.76240086555
23,0.0023,0.77100527287
24,0.0024000000000000002,0.77984839678
25,0.0025,0.78919517994
26,0.0026000000000000003,0.79882103205
27,0.0027,0.80832135677
28,0.0028,0.81852954626
29,0.0029000000000000002,0.82822871208
30,0.003,0.83820855618
31,0.0031000000000000003,0.84810388088
32,0.0032,0.85838508606
33,0.0033,0.8689814806
34,0.0034000000000000002,0.8795093298
35,0.0035,0.89090508223
36,0.0036000000000000003,0.90228116512
37,0.0037,0.91418743134
38,0.0038,0.92623794079
39,0.0039000000000000003,0.93895047903
40,0.004,0.95213490725
41,0.0041,0.96594774723
42,0.004200000000000001,0.98054856062
43,0.0043,0.9953879714
44,0.0044,1.0113135576
45,0.0045000000000000005,1.0290578604
46,0.0046,1.0478414297
47,0.0047,1.0687031746
48,0.0048000000000000004,1.0922912359
49,0.0049,1.1164097786
50,0.005,1.1411651373
51,0.0049,1.1261612177
52,0.0048,1.1355586052
53,0.004699999999999999,1.1371115446
54,0.004599999999999999,1.1382305622
55,0.004499999999999999,1.1348963976
56,0.0043999999999999985,1.1306487322
57,0.004299999999999998,1.1322450638
58,0.004199999999999998,1.1320874691
59,0.004099999999999998,1.1361752748
60,0.0039999999999999975,1.144510746
61,0.0038999999999999972,1.0784062147
62,0.003799999999999997,1.1200888157
63,0.0036999999999999967,1.1228635311
64,0.0035999999999999964,1.1228612661
65,0.003499999999999996,1.1254189014
66,0.003399999999999996,1.1187710762
67,0.0032999999999999956,1.1204861403
68,0.0031999999999999954,1.034755826
69,0.003099999999999995,1.0214678049
70,0.002999999999999995,1.0116821527
71,0.0028999999999999946,1.0130605698
72,0.0027999999999999943,1.0140019655
73,0.002699999999999994,1.0132286549
74,0.002599999999999994,1.0137342215
75,0.0024999999999999935,1.0106055737
76,0.0023999999999999933,1.0156379938
77,0.002299999999999993,1.0143051147
78,0.0021999999999999928,1.0140539408
79,0.0020999999999999925,1.0114358664
80,0.0019999999999999922,1.0291980505
81,0.001899999999999992,0.95493656397
82,0.0017999999999999917,0.93424218893
83,0.0016999999999999914,0.91973686218
84,0.0015999999999999912,0.91042673588
85,0.001499999999999991,0.8086296916
86,0.0013999999999999907,0.82649308443
87,0.0012999999999999904,0.8815947175
88,0.0011999999999999901,0.90046238899
89,0.0010999999999999899,0.89639735222
90,0.0009999999999999896,0.88026726246
91,0.0008999999999999894,0.88711410761
92,0.0007999999999999891,0.8909279108
93,0.0006999999999999888,0.89063102007
94,0.0005999999999999886,0.87893843651
95,0.0004999999999999883,0.87398713827
96,0.00039999999999998804,0.86550319195
97,0.0002999999999999878,0.84335368872
98,0.00019999999999998751,0.80905872583
99,9.999999999998725e-05,0.33196768165
