,Current (A),Voltage (V)
0,0.0,6.9689122029e-06
1,0.0001,0.013891997747
2,0.0002,0.027777029201
3,0.00030000000000000003,0.04165064171
4,0.0004,0.0555132851
5,0.0005,0.069352187216
6,0.0006000000000000001,0.083270795643
7,0.0007,0.097167924047
8,0.0008,0.111064367
9,0.0009000000000000001,0.12499507517
10,0.001,0.13893720508
11,0.0011,0.15284632146
12,0.0012000000000000001,0.1667086184
13,0.0013000000000000002,0.18057239056
14,0.0014,0.19456866384
15,0.0015,0.20860385895
16,0.0016,0.22245430946
17,0.0017000000000000001,0.23638312519
18,0.0018000000000000002,0.25042995811
19,0.0019,0.2643378377
20,0.002,0.27828913927
21,0.0021000000000000003,0.29237058759
22,0.0022,0.30642440915
23,0.0023,0.32042616606
24,0.0024000000000000002,0.33444821835
25,0.0025,0.3484788835
26,0.0026000000000000003,0.36253806949
27,0.0027,0.37665984035
28,0.0028,0.39074525237
29,0.0029000000000000002,0.4049615562
30,0.003,0.41902258992
31,0.0031000000000000003,0.43323081732
32,0.0032,0.44740131497
33,0.0033,0.4614919126
34,0.0034000000000000002,0.47568523884
35,0.0035,0.48999625444
36,0.0036000000000000003,0.50432318449
37,0.0037,0.51849371195
38,0.0038,0.53273546696
39,0.0039000000000000003,0.54702442884
40,0.004,0.56140035391
41,0.0041,0.57572388649
42,0.004200000000000001,0.59003144503
43,0.0043,0.60445475578
44,0.0044,0.61867070198
45,0.0045000000000000005,0.633200109
46,0.0046,0.647742033
47,0.0047,0.66203725338
48,0.0048000000000000004,0.67676186562
49,0.0049,0.69093221426
50,0.005,0.70533668995
51,0.0049,0.69072669744
52,0.0048,0.67639046907
53,0.004699999999999999,0.66191774607
54,0.004599999999999999,0.64731961489
55,0.004499999999999999,0.63280558586
56,0.0043999999999999985,0.61857938766
57,0.004299999999999998,0.60404205322
58,0.004199999999999998,0.58983254433
59,0.004099999999999998,0.57535851002
60,0.0039999999999999975,0.56109660864
61,0.0038999999999999972,0.54692858458
62,0.003799999999999997,0.53246575594
63,0.0036999999999999967,0.51819258928
64,0.0035999999999999964,0.50391942263
65,0.003499999999999996,0.48978725076
66,0.003399999999999996,0.47569668293
67,0.0032999999999999956,0.46132454276
68,0.0031999999999999954,0.44719216228
69,0.003099999999999995,0.43306741118
70,0.002999999999999995,0.41888898611
71,0.0028999999999999946,0.40476414561
72,0.0027999999999999943,0.39057901502
73,0.002699999999999994,0.37655708194
74,0.002599999999999994,0.36246955395
75,0.0024999999999999935,0.34834471345
76,0.0023999999999999933,0.33430850506
77,0.002299999999999993,0.32022061944
78,0.0021999999999999928,0.30627846718
79,0.0020999999999999925,0.29218789935
80,0.0019999999999999922,0.2783485055
81,0.001899999999999992,0.2643378377
82,0.0017999999999999917,0.2502835393
83,0.0016999999999999914,0.23626892269
84,0.0015999999999999912,0.222305879
85,0.001499999999999991,0.20839628577
86,0.0013999999999999907,0.19445449114
87,0.0012999999999999904,0.18050095439
88,0.0011999999999999901,0.16658301651
89,0.0010999999999999899,0.15267379582
90,0.0009999999999999896,0.13879905641
91,0.0008999999999999894,0.12488088757
92,0.0007999999999999891,0.11100728065
93,0.0006999999999999888,0.097099408507
94,0.0005999999999999886,0.083213701844
95,0.0004999999999999883,0.069307081401
96,0.00039999999999998804,0.055455736816
97,0.0002999999999999878,0.041616722941
98,0.00019999999999998751,0.027754191309
99,9.999999999998725e-05,0.0138921123
